"","datadate","gvkey","viol","Year","Month","Day","Date","gvkey.1","datadate.1","Year.1","fyearq","fqtr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","aqcy","capxy","prstkcy","costat","dvpspq","dvpsxq","prccq","datacqtr.1","gvkey.2","cikSEC","nameSEC"
"3506",3312007,150284,1,2007,3,31,"31.03.2007",150284,"31.03.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q1","2007Q2",85.622,118.41,43.786,16.748,0,0,40.853,42.063,-1.627,6.09,58.975,76.347,1.21,0,0.797,0,"I",0,0,8.7,"2004Q1",150284,787030,"VISTACARE INC"
"3507",6302005,150284,1,2005,6,30,"30.06.2005",150284,"30.06.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q2","2005Q3",95.188,128.133,58.677,16.361,0,0,36.442,36.442,2.337,5.493,57.476,91.691,0,0.3,1.765,0,"I",0,0,18.47,"2004Q1",150284,787030,"VISTACARE INC"
"3508",6302007,150284,1,2007,6,30,"30.06.2007",150284,"30.06.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q2","2007Q3",79.804,112.765,29.123,16.855,0,0,37.096,38.434,-1.52,6.109,59.889,74.331,1.338,0,2.11,0,"I",0,0,9.82,"2004Q1",150284,787030,"VISTACARE INC"
"3509",9302005,150284,1,2005,9,30,"30.09.2005",150284,"30.09.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q3","2005Q4",99.692,136.761,53.375,16.377,0,0,47.154,49.899,-6.635,5.757,53.885,86.862,2.745,4.868,2.769,0,"I",0,0,14.47,"2004Q1",150284,787030,"VISTACARE INC"
"3510",9302007,150284,1,2007,9,30,"30.09.2007",150284,"30.09.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q3","2007Q4",82.621,115.605,29.362,16.866,0,0,39.365,42.699,-1.019,6.253,61.238,72.906,1.472,0,2.601,0,"I",0,0,6.54,"2004Q1",150284,787030,"VISTACARE INC"
"3511",12312004,150284,1,2004,12,31,"31.12.2004",150284,"31.12.2004",2004,2005,1,"INDL","C","D","STD","USD","2004Q4","2005Q1",98.434,131.233,57.525,16.241,0,0,39.042,42.773,2.186,5.509,56.615,88.46,3.731,0,0.717,0,"I",0,0,16.63,"2004Q1",150284,787030,"VISTACARE INC"
"3512",12312006,150284,1,2006,12,31,"31.12.2006",150284,"31.12.2006",2006,2007,1,"INDL","C","D","STD","USD","2006Q4","2007Q1",84.529,117.902,38.649,16.742,0,0,37.62,38.764,-0.419,5.992,60.983,79.138,1.144,0,0.322,0,"I",0,0,10.15,"2004Q1",150284,787030,"VISTACARE INC"
"3513",3312004,150580,1,2004,3,31,"31.03.2004",150580,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",8.395,9.579,0.159,6.167,10.95,1.385,14.775,16.16,-0.182,0.359,18.292,-6.581,0,0,0.014,0,"I",0,0,3,"2004Q1",150580,1115295,"RXBAZAAR INC"
"3514",3312005,150644,1,2005,3,31,"31.03.2005",150644,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",3.832,4.425,0.154,5.796,4.191,0.531,5.539,6.085,-0.288,0.196,0.002,-1.66,0,NA,NA,NA,"I",0,0,0.2,"2004Q1",150644,1104538,"OCEAN WEST HOLDING CORP"
"3515",6302004,150644,1,2004,6,30,"30.06.2004",150644,"30.06.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q2","2004Q3",3.543,4.218,0.16,5.796,4.405,0.543,5.45,6.008,NA,0.245,1.465,-1.79,0,0,0.011,0,"I",0,0,0.23,"2004Q1",150644,1104538,"OCEAN WEST HOLDING CORP"
"3516",12312007,150699,1,2007,12,31,"31.12.2007",150699,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",564.577,5362.794,137.441,82.542,0,487.159,424.571,2103.507,329.347,4062.316,463.632,3259.287,1076.223,0,1021.456,42.266,"A",0.04,0.04,42.53,"2004Q1",150699,1168054,"CIMAREX ENERGY CO"
"3517",3312007,151257,1,2007,3,31,"31.03.2007",151257,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",148.152,229.397,53.422,37.323,0.279,64.584,118.708,183.694,-16.255,25.038,101.405,45.703,0,0,6.629,6.325,"I",0,0,10.9,"2004Q4",151257,1133324,"INPHONIC INC"
"3518",6302005,151257,1,2005,6,30,"30.06.2005",151257,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",144.614,202.887,83.12,35.017,0.225,0.168,72.256,72.424,1.096,9.336,75.226,130.463,0,8.632,6.026,0,"I",0,0,15.25,"2004Q4",151257,1133324,"INPHONIC INC"
"3519",6302007,151257,1,2007,6,30,"30.06.2007",151257,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",95.665,181.24,22.543,36.926,0.28,65.385,111.158,176.894,-19.203,25.604,79.422,4.346,0,1,12.159,10.726,"I",0,0,4.6799,"2004Q4",151257,1133324,"INPHONIC INC"
"3520",9302005,151257,1,2005,9,30,"30.09.2005",151257,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",169.124,228.838,86.531,35.617,0.335,15.356,84.128,99.484,-1.816,11.024,91.96,129.354,0,11.857,9.111,3.09,"I",0,0,13.75,"2004Q4",151257,1133324,"INPHONIC INC"
"3521",12312004,151257,1,2004,12,31,"31.12.2004",151257,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",144.71,163.789,100.986,32.253,0.279,0.261,51.426,51.687,0.648,5.975,59.961,112.102,0,11.142,5.544,0,"I",0,0,27.48,"2004Q4",151257,1133324,"INPHONIC INC"
"3522",12312005,151257,1,2005,12,31,"31.12.2005",151257,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",134.74,194.11,70.783,35.233,0.377,15.474,78.786,94.26,-21.58,12.121,85.202,99.85,0,8.781,11.836,13.088,"I",0,0,8.69,"2004Q4",151257,1133324,"INPHONIC INC"
"3523",12312006,151257,1,2006,12,31,"31.12.2006",151257,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",186.976,264.405,89.972,37.138,0.301,63.826,126.504,190.808,-23.664,22.746,95.365,73.597,0,4.662,22.172,3.738,"I",0,0,11.09,"2004Q4",151257,1133324,"INPHONIC INC"
"3524",3312006,151586,1,2006,3,31,"31.03.2006",151586,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",37.731,97.465,1.588,47.997,54.241,44.185,81.051,125.236,1.647,40.725,21.412,-27.771,0,0,1.158,0,"A",0,0,3,"2004Q1",151586,1114241,"INYX INC"
"3525",6302006,151586,1,2006,6,30,"30.06.2006",151586,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",37.734,100.543,1.344,49.837,60.296,41.76,92.357,134.117,-5.434,41.44,20.142,-33.574,0,0,2.232,0,"A",0,0,2.6,"2004Q1",151586,1114241,"INYX INC"
"3526",9302006,151586,1,2006,9,30,"30.09.2006",151586,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",39.687,114.494,1.518,52.496,119.36,0,153.357,153.357,-4.983,41.528,18.006,-38.863,0,0,3.073,0,"A",0,0,2.52,"2004Q1",151586,1114241,"INYX INC"
"3527",12312005,151586,1,2005,12,31,"31.12.2005",151586,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",34.725,92.153,1.023,43.39,53.313,46.236,76.317,122.553,-5.841,40.781,25.479,-30.4,0,1.909,2.193,0,"A",0,0,1.88,"2004Q1",151586,1114241,"INYX INC"
"3528",9302005,151932,1,2005,9,30,"30.09.2005",151932,"30.09.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q3","2005Q4",22.531,51.901,16.034,40.03,0.26,0,25.117,25.409,1.41,1.986,17.123,26.492,0,0,0.949,NA,"I",0,0,1.8,NA,NA,NA,NA
"3529",3312005,152128,1,2005,3,31,"31.03.2005",152128,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",4.931,31.053,0.209,26.538,3.374,4.738,6.807,13.459,-0.548,0.373,5.122,17.594,0,4.754,0.004,0,"I",0,0,1.9,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3530",3312006,152128,1,2006,3,31,"31.03.2006",152128,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",5.799,31.906,0.149,37.631,8.387,0,11.104,11.937,-1.055,0.395,7.943,19.969,0,0,0.014,0,"I",0,0,0.58,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3531",3312007,152128,1,2007,3,31,"31.03.2007",152128,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",7.116,23.879,0.317,23.307,7.866,0.446,13.573,15.527,-4.329,0.453,8.098,8.352,0,0,0.034,0,"I",0,0,0.42,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3532",6302004,152128,1,2004,6,30,"30.06.2004",152128,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",4.118,16.852,0.086,6.302,4.479,3.217,6.803,10.862,-0.862,0.352,5.489,5.99,0,0.043,0.128,0,"I",0,0,3.25,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3533",6302005,152128,1,2005,6,30,"30.06.2005",152128,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",6.248,32.541,0.471,30.534,4.759,4.595,7.382,13.768,-0.06,0.376,9.208,18.773,0,4.94,0.026,0,"I",0,0,1.88,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3534",6302006,152128,1,2006,6,30,"30.06.2006",152128,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",7.124,34.957,0.112,14.33,7.739,0,10.935,11.793,-0.977,0.46,10.13,23.164,0,0,0.089,0,"I",0,0,1.45,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3535",6302007,152128,1,2007,6,30,"30.06.2007",152128,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",7.101,20.08,0.286,28.667,6.973,1.33,10.994,12.331,-1.735,0.367,7.239,7.749,0,0,0.04,0,"I",0,0,0.49,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3536",9302004,152128,1,2004,9,30,"30.09.2004",152128,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",4.063,21.8,0.237,13.084,4.359,2.371,7.097,10.331,-1.185,0.341,5.527,11.469,0,4.214,0.167,0,"I",0,0,3.5,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3537",9302006,152128,1,2006,9,30,"30.09.2006",152128,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",8.263,38.266,0.621,14.33,8.448,0,12.727,13.665,-1.494,0.688,9.139,21.101,0,-0.371,0.168,0,"I",0,0,3.72,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3538",9302007,152128,1,2007,9,30,"30.09.2007",152128,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",6.472,19.321,0.003,30.023,6.723,1.416,10.979,12.395,-1.326,0.343,7.329,6.926,0,0,0.057,0,"I",0,0,0.35,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3539",12312004,152128,1,2004,12,31,"31.12.2004",152128,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",4.07,19.836,0.362,13.126,5.207,0,9.412,12.41,-1.511,0.294,5.784,7.426,0,4.181,0.224,0,"I",0,0,2.6,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3540",12312005,152128,1,2005,12,31,"31.12.2005",152128,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",6.093,31.992,0.435,34.081,9.047,1.15,12.586,14.544,-1.965,0.419,8.831,17.448,0,4.99,0.148,0,"I",0,0,1.75,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3541",12312006,152128,1,2006,12,31,"31.12.2006",152128,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",6.675,23.888,0.198,14.431,8.903,0,14.744,16.405,-2.117,0.469,8.532,7.483,0,-0.245,0.21,0,"I",0,0,0.6,"2004Q1",152128,1073857,"CRDENTIA CORP"
"3542",6302005,152248,1,2005,6,30,"30.06.2005",152248,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",226.3,780.7,106.6,62.753,5.1,17.7,103.6,281.1,34.1,522.8,130.5,499.6,155.4,0,9.1,0,"I",0,0,25.67,"2004Q1",152248,1210697,"TODCO"
"3543",9302005,152248,1,2005,9,30,"30.09.2005",152248,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",209.6,743.6,77.2,61.417,4,17.4,103.2,273.8,53.7,500.3,141.4,469.8,148.1,0,11.4,0,"I",1,1,41.71,"2004Q1",152248,1210697,"TODCO"
"3544",12312007,152790,1,2007,12,31,"31.12.2007",152790,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",95.517,332.351,34.999,20.982,40.916,223.334,114.992,349.885,10.324,51.986,168.373,-17.534,0,0,15.39,0,"I",0.39,0.39,9.02,"2004Q1",152790,1086774,"VOLUME SERVICES AMERICA HOLDINGS INC"
"3545",12312007,152809,1,2007,12,31,"31.12.2007",152809,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",8.154,32.794,0.098,3.455,0.048,2.45,3.775,6.993,0.549,23.324,12.943,25.801,0.499,0.947,1.9,0,"I",0,0,7.49,"2004Q1",152809,1191857,"MOD PAC CORP"
"3546",3312006,154433,1,2006,3,31,"31.03.2006",154433,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",8.586,10.38,0.213,29.238,3.12,0,6.603,6.603,-0.383,1.561,3.123,3.777,0,0,0.129,0,"I",0,0,2.36,NA,NA,NA,NA
"3547",6302006,154433,1,2006,6,30,"30.06.2006",154433,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",36.52,38.672,26.123,41.531,0,0,1.27,1.27,-1.581,1.919,2.048,37.402,0,0,0.962,0,"I",0,0,4.14,NA,NA,NA,NA
"3548",9302006,154433,1,2006,9,30,"30.09.2006",154433,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",35.81,40.221,20.715,41.667,0,0,4.01,4.01,-1.687,4.13,5.278,36.211,0,0,2.439,0,"I",0,0,3.99,NA,NA,NA,NA
"3549",12312005,154433,1,2005,12,31,"31.12.2005",154433,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",8.951,10.183,0.67,29.058,2.72,0,5.837,5.837,-0.762,1.069,2.466,4.346,0,0,0.376,0,"I",0,0,1.52,NA,NA,NA,NA
"3550",12312006,154433,1,2006,12,31,"31.12.2006",154433,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",28.309,35.729,11.913,47.048,0,0,2.227,2.227,-2.798,6.981,5.891,33.502,0,0,5.497,0,"I",0,0,5.46,NA,NA,NA,NA
"3551",3312004,154756,1,2004,3,31,"31.03.2004",154756,"31.03.2004",2004,2003,4,"INDL","C","D","STD","USD","2004Q1","2003Q4",38.081,45.176,25.38,8.544,0.596,0.816,10.443,11.259,-1.683,4.746,17.336,33.917,0,0,2.441,0,"I",0,0,8.87,"2004Q1",154756,1236038,"REDENVELOPE INC"
"3552",3312007,155394,1,2007,3,31,"31.03.2007",155394,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",208.343,607.799,5.881,53.33,10.376,106.662,72.751,190.084,30.579,132.373,235.318,417.715,2.752,14.574,9.08,1.125,"A",0,0,21.86,"2004Q1",155394,1065696,"LKQ CORP"
"3553",6302005,155394,1,2005,6,30,"30.06.2005",155394,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",119.313,321.766,2.782,21.027,0.276,56.269,34.304,94.589,15.873,74.323,136.023,227.177,0,24.037,6.471,0,"A",0,0,27.15,"2004Q1",155394,1065696,"LKQ CORP"
"3554",9302005,155394,1,2005,9,30,"30.09.2005",155394,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",123.174,336.735,4.305,21.361,0.409,55.198,38.902,98.234,13.525,77.696,133.64,238.501,0,37.278,11.111,0,"A",0,0,30.2,"2004Q1",155394,1065696,"LKQ CORP"
"3555",9302006,155614,1,2006,9,30,"30.09.2006",155614,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",16.606,39.9,12.609,30.305,7.644,0.075,18.643,31.607,-8.889,12.405,2.37,8.293,0,0,0.051,0,"I",0,0,6,"2004Q1",155614,1161924,"ADVANCIS PHARMACEUTICAL CORP"
"3556",6302005,155734,1,2005,6,30,"30.06.2005",155734,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",2.308,9.757,0.658,5.05,0,2.526,0.778,3.304,-0.223,5.811,0.929,6.453,0,0,0.002,0,"A",0,0,0.4,"2004Q1",155734,1227167,"CENTENNIAL SPECIALTY FOODS CORP"
"3557",9302004,155734,1,2004,9,30,"30.09.2004",155734,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",2.934,10.6,0.132,5.05,0,2.396,1.013,3.623,-0.211,5.968,1.192,6.977,0.214,0,0.018,0,"A",0,0,1.26,"2004Q1",155734,1227167,"CENTENNIAL SPECIALTY FOODS CORP"
"3558",3312007,155735,1,2007,3,31,"31.03.2007",155735,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",301.4,791.2,79.6,90,2.8,276.1,109.7,397.3,32.9,215.4,150.4,393.9,0,0,10.9,0,"I",0,0,10.95,"2004Q1",155735,1161963,"AMIS HOLDINGS INC"
"3559",12312004,155735,1,2004,12,31,"31.12.2004",155735,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",329.136,643.245,161.661,84.833,1.25,252.188,102.599,357.189,34.343,199.243,123.257,286.056,0,26.787,32.41,0,"I",0,0,16.52,"2004Q1",155735,1161963,"AMIS HOLDINGS INC"
"3560",12312004,155934,1,2004,12,31,"31.12.2004",155934,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",944.313,1819.064,235.852,73.671,153.703,551.477,726.037,1417.097,NA,163.624,763.4,401.967,0,104.973,35.454,0,"I",0,0,19.22,"2004Q1",155934,1181232,"SIRVA INC"
"3561",12312005,155934,1,2005,12,31,"31.12.2005",155934,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",657.7,1346.8,70.5,73.943,125.2,434.7,668.7,1250,NA,114.7,822.1,96.8,65.2,1.1,27.4,0,"I",0,0,8,"2004Q1",155934,1181232,"SIRVA INC"
"3562",12312006,155934,1,2006,12,31,"31.12.2006",155934,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",799.8,1419.2,89.6,73.965,199.4,429.7,765,1360.4,-12.5,86.6,912,58.8,68.3,0.5,18.3,0,"I",0,0,3.48,"2004Q1",155934,1181232,"SIRVA INC"
"3563",1312007,156614,1,2007,1,31,"31.01.2007",156614,"31.01.2007",2007,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",317.762,389.947,193.418,23.642,0.11,0.088,97.022,97.419,22.025,59.44,211.667,292.528,0,0,18.425,3.797,"A",0,0,23.47,"2004Q1",156614,1223389,"CONNS INC"
"3564",6302006,156633,1,2006,6,30,"30.06.2006",156633,"30.06.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q2","2006Q3",84.354,214.404,54.883,27.542,0,0,84.698,102.787,9.274,107.627,84.134,111.617,6.726,0,35.1,15.03,"A",0,0,22.02,"2004Q1",156633,1261654,"UNIVERSAL TECHNICAL INSTITUTE INC"
"3565",9302007,156633,1,2007,9,30,"30.09.2007",156633,"30.09.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q3","2007Q4",103.134,232.822,75.594,26.829,0,0,95.882,108.317,2.423,104.595,87.009,124.505,2.025,0,46.58,0,"A",0,0,18,"2004Q1",156633,1261654,"UNIVERSAL TECHNICAL INSTITUTE INC"
"3566",3312006,157020,1,2006,3,31,"31.03.2006",157020,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",423.761,1109.135,9.578,14.694,134.263,277.396,342.566,756.355,0.911,577.518,436.978,264.417,0,0,28.172,0,"I",0,0,18.36,"2004Q1",157020,941738,"WHEELING PITTSBURGH CORP /DE/"
"3567",6302004,157020,1,2004,6,30,"30.06.2004",157020,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",299.704,894.719,3.068,10,98.22,323.722,271.578,768.421,46.864,433.207,356.121,126.298,0,0,60.211,0,"I",0,0,20.86,"2004Q1",157020,941738,"WHEELING PITTSBURGH CORP /DE/"
"3568",6302005,157020,1,2005,6,30,"30.06.2005",157020,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",387.968,983.897,2.727,14.593,63.195,296.968,229.209,676.896,13.681,509.329,415.237,307.001,0,0,39.617,0,"I",0,0,15.38,"2004Q1",157020,941738,"WHEELING PITTSBURGH CORP /DE/"
"3569",9302005,157020,1,2005,9,30,"30.09.2005",157020,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",342.578,1022.302,14.941,14.665,229.795,92.115,426.647,667.064,-14.986,534.668,374.891,287.969,0,0,72.657,0,"I",0,0,16.73,"2004Q1",157020,941738,"WHEELING PITTSBURGH CORP /DE/"
"3570",12312006,157020,1,2006,12,31,"31.12.2006",157020,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",400.487,1122.545,21.842,15.268,155.961,254.961,327.548,730.062,-13.566,626.21,357.131,286.193,0,0,108.994,0,"I",0,0,18.73,"2004Q1",157020,941738,"WHEELING PITTSBURGH CORP /DE/"
"3571",12312007,157058,1,2007,12,31,"31.12.2007",157058,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",NA,394.653,10.475,30.568,1.518,189.75,NA,272.234,11.601,11.007,62.239,122.419,60.165,0,2.378,78.72,"I",0,0,10.41,"2004Q1",157058,1264707,"ASSET ACCEPTANCE CAPITAL CORP"
"3572",6302006,157195,1,2006,6,30,"30.06.2006",157195,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",44.481,99.442,2.158,9.602,5.009,13.188,19.591,47.019,3.079,13.385,28.972,52.423,10.031,4.664,1.289,0,"I",0.06,0.06,14.03,"2004Q1",157195,1263074,"PORTEC RAIL PRODUCTS INC"
"3573",12312006,157195,1,2006,12,31,"31.12.2006",157195,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",45.793,101.682,1.822,9.602,5.655,13.737,21.022,48.586,2.159,10.403,22.856,53.096,9.517,9.446,2.073,0,"I",0.06,0.06,10.0306,"2004Q1",157195,1263074,"PORTEC RAIL PRODUCTS INC"
"3574",12312004,157494,1,2004,12,31,"31.12.2004",157494,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",77.026,99.812,18.763,19.206,0,46.63,26.782,77.678,4.565,15.028,36.682,22.134,0,0,4.925,0,"I",0,0,9.61,"2004Q1",157494,1090069,"CHEROKEE INTERNATIONAL CORP"
"3575",12312006,157494,1,2006,12,31,"31.12.2006",157494,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",68.778,96.893,8.881,19.338,0,46.63,27.673,81.018,0.079,19.888,37.566,15.875,0,0,3.596,NA,"I",0,0,4.03,"2004Q1",157494,1090069,"CHEROKEE INTERNATIONAL CORP"
"3576",12312007,157494,1,2007,12,31,"31.12.2007",157494,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",69.688,92.86,8.484,19.454,50.025,0,77.139,81.673,1.57,19.194,38.501,11.187,0,0,2.384,0,"I",0,0,2.04,"2004Q1",157494,1090069,"CHEROKEE INTERNATIONAL CORP"
"3577",3312007,157634,1,2007,3,31,"31.03.2007",157634,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",86.093,130.211,77.653,47.51,0.019,0.071,2.762,3.097,-1.426,6.002,8.678,127.114,0,0,0.183,1.566,"I",0,0,3.25,"2004Q1",157634,866830,"STAKTEK HOLDINGS INC"
"3578",9302005,157634,1,2005,9,30,"30.09.2005",157634,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",85.008,144.609,73.312,49.212,0,0,4.211,10.089,1.744,10.477,12.793,134.52,5.637,0,4.249,6.607,"I",0,0,3.62,"2004Q1",157634,866830,"STAKTEK HOLDINGS INC"
"3579",3312006,157735,1,2006,3,31,"31.03.2006",157735,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",53.612,157.467,0.105,18.294,17.716,37.095,64.994,119.292,-5.149,100.708,78.933,38.175,4.866,0.135,0.387,0,"I",0,0,1.95,"2004Q1",157735,1085636,"CENTRAL FREIGHT LINES INC"
"3580",9302006,157735,1,2006,9,30,"30.09.2006",157735,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",51.168,143.901,0.071,18.31,23.365,35.172,72.542,123.825,-3.211,90.046,82.705,20.076,3.19,0.135,1.187,0,"I",0,0,2.15,"2004Q1",157735,1085636,"CENTRAL FREIGHT LINES INC"
"3581",12312006,157954,1,2006,12,31,"31.12.2006",157954,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",90.89,93.628,75.534,50.731,0,0,31.879,47.323,-8.268,0.334,20.467,46.305,0,0,0.06,NA,"I",0,0,7.83,"2004Q2",157954,1172480,"SANTARUS INC"
"3582",12312007,158513,1,2007,12,31,"31.12.2007",158513,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",4.013,9.521,0.425,48.493,11.186,0,16.335,16.335,-1.143,1.713,2.77,-6.814,0,2.602,0.142,3.35,"I",0,0,0.26,"2004Q1",158513,1240722,"SOLOMON TECHNOLOGIES INC"
"3583",3312007,160282,1,2007,3,31,"31.03.2007",160282,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",257.334,994.08,17.718,44.434,16.689,622.919,105.242,879.542,32.157,376.533,143.958,114.538,42.335,0,7.101,0,"A",0.225,0.225,8.02,"2005Q2",160282,1287151,"XERIUM TECHNOLOGIES INC"
"3584",6302007,160282,1,2007,6,30,"30.06.2007",160282,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",269.29,1012.716,24.727,44.876,17.389,630.5,98.177,886.052,34.93,380.427,153.66,126.664,48.195,0.511,14.415,0,"A",0.1125,0.1125,7.62,"2005Q2",160282,1287151,"XERIUM TECHNOLOGIES INC"
